facility_name,street,city,state,zip,violation_program,violation_type,inspection_date,naics_code
A-1 JAY'S MACHINING INC,2228  OAKLAND RD,SAN JOSE,CA,95131,CWA,No,,
A-H PLATING INC,1837 VICTORY PL,BURBANK,CA,91501,CWA,No,09/05/2006,
"A-W ENGINEERING CO., INC","8528 DICE ROAD, -",SANTA FE SPRINGS,CA,90670,CWA,No,01/29/2018,
"A.I.C. UPHOLSTERY, INC.",2415 56TH STREET,VERNON,CA,90058,CWA,No,06/19/2018,
A1 AUTO DISMANTLERS INC,2707 PITTSBURG ANTIOCH A,ANTIOCH,CA,94509,CWA,No,,
A1 ENGRAVING CO. DBA DIVERSIFIED IMAGES INC.,8225 PHLOX STREET,DOWNEY,CA,90241,CWA,No,,
A1 GRIT COMPANY,1901 MASSACHUSETTS AVE,RIVERSIDE,CA,92507,CWA,No,06/21/2022,112112
A1 METAL PRODUCTS INC,2707 SUPPLY AVENUE,COMMERCE,CA,90040,CWA,Yes,11/16/2021,
A1 METAL PRODUCTS INC,2707 SUPPLY AVENUE,COMMERCE,CA,90040,CWA,No,08/13/2018,
A1 RECYCLING CO INC,2655 ELKHORN BLVD,RIO LINDA,CA,95673,CWA,Yes,02/10/2022,
A1 RECYCLING INC.,2655 ELKHORN BLVD,RIO LINDA,CA,95673,CWA,No,,
A1 SHOWER DOOR CO,2019 S RITCHEY ST,ANAHEIM,CA,92705,CWA,No,,
"A20 WATER COMPANY, INC.","727 BREA CANYON RD., UNIT 9",DIAMOND BAR,CA,91789,CWA,No,,
A2Z PLATING CO,1467 S SUNOL DRIVE,LOS ANGELES,CA,90023,CWA,Yes,05/16/2025,
AAA AUTO RECYCLING LLC,42130 COUNTY ROAD 25,WOODLAND,CA,95776,CWA,No,,
AAA FOREIGN AUTO RECYCLING INC,1851 NIRVANA AVE,CHULA VISTA,CA,91913,CWA,No,,
AAA PLATING  INSPECTION INC,424 DIXON,COMPTON,CA,90222,CWA,Yes,,
AAERO SWISS INC,22347 LA PALMA AVE,YORBA LINDA,CA,92887,CWA,No,,
AAK USA RICHMOND CORP,1145 HARBOUR WAY SOUTH,RICHMOND,CA,94804,CWA,Yes,01/12/2023,
AARDVARK CLAY  SUPPLIES INC,1400 E POMONA ST,SANTA ANA,CA,92705,CWA,No,,
AARON METALS CO INC,750 105TH AVE,OAKLAND,CA,94603,CWA,No,,
AARON METALS CO INC,750 105TH AVE,OAKLAND,CA,94603,CWA,No,06/28/2012,
AARON METALS HAYWARD INC,25101 CLAWITER ROAD,HAYWARD,CA,94545,CWA,No,11/29/2022,
AARONS TRUCK SALVAGE INC,1026 EAST CESAR CHAVEZ AVE,LOS ANGELES,CA,90033,CWA,No,09/05/2018,
"AASE BROTHERS, INC",709 E ADELE,ANAHEIM,CA,92805,CWA,No,,
AAW INC,13900 S BROADWAY,LOS ANGELES,CA,90061,CWA,Yes,05/02/2024,
AB DIE CASTING CO BENDA,900 ALFRED NOBEL DR,HERCULES,CA,94547,CWA,No,,
AB TRUCK TRUCK PARTS CO,15204 ARROW,BALDWIN PARK,CA,91706,CWA,No,01/19/2023,
ABA DABA RENTS INC,7448 AUBURN BLVD,CITRUS HEIGHTS,CA,95610,CWA,No,06/29/2022,
ABA ENERGY CORPORATION,VBC #1 SOURGRASS ROAD,CORNING,CA,17880,CWA,No,08/24/2011,
ABA ENERGY CORPORATION,VBC #2 - UNNAMED ROAD,CORNING,CA,177880,CWA,No,08/24/2011,
ABACOR INC,766 GABLE WAY,EL CAJON,CA,92020,CWA,Yes,,
ABAXIS INC,3240 WHIPPLE ROAD,UNION CITY,CA,94587,CWA,No,,
ABAXIS INC,3280 WHIPPLE ROAD,UNION CITY,CA,94587,CWA,No,,
ABAXIS INC,30411 WHIPPLE ROAD,UNION CITY,CA,94587,CWA,No,,
ABB INC,3601 E LA PALMA AVE,ANAHEIM,CA,92806,CWA,No,08/08/2018,
ABBOTT CARDIOVASCULAR SYSTEMS INC,26531 YNEZ RD,TEMECULA,CA,92591,CWA,No,,
ABBOTT LABORATORIES INC,2302 COURAGE DR AND 2351 WATNEY,FAIRFIELD,CA,94533,CWA,Yes,,
ABBOTT MEDICAL OPTICS INC,1700 EAST SAINT ANDREW PLACE,SANTA ANA,CA,92705,CWA,No,,
ABC BATTERY INC,10810 GARFIELD AVENUE,SOUTH GATE,CA,90280,CWA,No,08/22/2019,
ABC BUS INC,7980 ENTERPRISE AVENUE,NEWARK,CA,94063,CWA,No,,
San Joaquin Valley Rehabilitation - Oakhurst Outpatient Center,HWY 41/OAKHURST,OAKHURST,CA,93644,CWA,No,06/16/2004,,True
Dairy St,DAIRY RD,ELK GROVE,CA,95624,CWA,No,12/09/2002,,True
Sleepy Hollow Community Center,101SLEEPY HOLLOW,SAN ANSELMO,CA,94960,CWA,No,,,True
Montgomery Ave & Nuevo Rd,EAST OF NUEVO RD AND MONTGOMERY AVE,NUEVO,CA,92567,CWA,No,,,True
I-80,ROUTE 80 NEAR THE EAST END OF THE YERBA,OAKLAND,CA,94607,CWA,No,,,True
I-5,SHASTA COUNTY INTERSTATE 5 PM 39 TO 41,LAKEHEAD,CA,96051,CWA,No,04/26/2018,,True
CubeSmart Self Storage,900 ORLANDO AVENUE,ROSEVILLE,CA,95661,CWA,No,09/03/2020,,True
Love's Travel Stop,NB 5 FREEWAY AT WB HIGHWAY 46,LOST HILLS,CA,91342,CWA,No,,,True
CA-180,E HWY 180,CENTERVILLE,CA,93657,CWA,No,,,True
19342 Live Oak Canyon Rd,19342 LIVE OAK CANYON RD,TRABUCO CANYON,CA,92679,CWA,No,,,True
Hidden Valley Pkwy,HIDDEN VALLEY OFF RAMP NB I15,NORCO,CA,92860,CWA,No,,,True
Solano Transportation Authority,INTERCHANGES BETWEEN INTERSTATE 80 INTERSTATE 680,FAIRFIELD,CA,94534,CWA,No,,,True
Klamath,DN 101 PM 8.2 TO 8.7,KLAMATH,CA,95548,CWA,No,,,True
US-101,ROUTE 101 FROM 0.2 MILE SOUTH,KLAMATH,CA,95548,CWA,No,,,True
Camino De Estrella,CAMINO DE ESTRELLA TO SAN JUAN CREEK ROAD,SAN CLEMENTE,CA,92673,CWA,No,,,True
Mokelumne River,SAN JOAQUIN COUNTY NEAR TERMINOUS FROM MOKELUMNE R,LODI,CA,95242,CWA,No,,,True
Stockton,BETWEEN GARFIELD ST OH AND NAVY DR AND,STOCKTON,CA,95205,CWA,No,,,True
Pauma Valley,PAUMA VALLEY,PAUMA VALLEY,CA,92061,CWA,No,,,True
1 Channel Island,SEC OF PUEBLA ST AND SAXONY ROAD,ENCINITAS,CA,92024,CWA,No,,,True
海王星 洛杉矶潜水 口碑最好的PADI 五星潜水培训中心，Ocean One Scuba Center ，Please call to make an appointment! WeChat: oceanone1520,1652 WEST ORANGE GROVE AVENUE,POMONA,CA,91767,CWA,No,,,True
Dave's Auto Wrecking - Chula Vista,811 ENERGY WAY,CHULA VISTA,CA,91911,CWA,Yes,,,True
The Printing Train,2211 E WINSTON RD,ANAHEIM,CA,92806,CWA,No,,,True
100 W Caribbean Dr #100,100 CARIBBEAN,SUNNYVALE,CA,94089,CWA,No,,,True
100 1st St #100,100 FIRST STREET,LOS ALTOS,CA,94022,CWA,No,,,True
100 Moffett Apartments,100 MOFFETT BOULEVARD,MOUNTAIN VIEW,CA,94043,CWA,No,,,True
1000 Country Club Dr #1000,1000 COUNTRY CLUB DRIVE,MILPITAS,CA,95035,CWA,No,,,True
1000 Fremont Ave,1000 FREMONT AVENUE,ALHAMBRA,CA,91803,CWA,No,,,True
101 S Seaward Ave,800SEAWARD,VENTURA,CA,00000,CWA,No,,,True
101 Vertical Fabrication Inc,10255 BEECH AVE,FONTANA,CA,92335,CWA,Yes,03/06/2024,,True
10101 Riverford Rd,10101 RIVERFORD DRIVE,LAKESIDE,CA,92040,CWA,No,,,True
Skyline Terrace Apartments,1013 1037 WEST FIGUEROA TERRACE,LOS ANGELES,CA,90012,CWA,No,,,True
The Office BOSS Mail Center,10153RIVERSIDE,TRUCKEE,CA,96161,CWA,No,,,True
1031 Meadow Brook Rd #1031,1031 MEADOWBROOK ROAD,CREST PARK,CA,92326,CWA,No,09/16/2021,,True
1040 Greenway Dr #1040,1040 GREENWAY DRIVE,BIG BEAR CITY,CA,92314,CWA,No,,,True
The Dorchester,UNKNOWN,LOS ANGELES,CA,00000,CWA,No,09/03/2003,,True
10550 Bellagio Pl,10550 BELLAGIO DRIVE,BEL AIR,CA,90077,CWA,No,08/16/2023,,True
1077 E Arques Ave #1077,1077 EAST ARQUES,SUNNYVALE,CA,94085,CWA,No,,,True
1085 Thompson Ave #1085,1085 THOMPSON AVENUE,NAPA,CA,94558,CWA,No,,,True
1091 Industrial Rd #120,1091 INDUSTRIAL,SAN CARLOS,CA,94070,CWA,No,,,True
Beaumont,10TH AND 11TH STREETS,BEAUMONT,CA,00000,CWA,No,,,True
World Depot Inc.,1001 NORTH TODD AVENUE,AZUSA,CA,91702,CWA,No,,,True
El Centro,ROUTE 8 AT BROWKER ROAD OFF RAMP EB WB,EL CENTRO,CA,91342,CWA,No,01/15/2019,,True
I-10,PUENTE AVENUE AND CITRUS STREET,BALDWIN PARK,CA,91706,CWA,No,,,True
Scheid Vineyards - Winery & Tasting Room,737 FT NORTHEAST OF 1972 HOBSON AVE AT HWY 101,GREENFIELD,CA,93927,CWA,No,,,True
Newbury Vista Homes,1200 NEWBURY RD,THOUSAND OAKS,CA,91320,CWA,No,,,True
G12,1200 SOUTH GRAND AVENUE,LOS ANGELES,CA,90015,CWA,No,,,True
Home Builders Azusa,1201 TODD AVE,AZUSA,CA,91702,CWA,No,,,True
1203 E Elmwood Ave 1203 e,1203 E ELMWOOD AV,BURBANK,CA,91501,CWA,No,,,True
Balfour ARCO,HWY 4,BRENTWOOD,CA,94513,CWA,No,,,True
The Olive Center Building,1211 SOUTH OLIVE STREET,LOS ANGELES,CA,90015,CWA,No,,,True
magnolia,ROUTE 5 AND134 SEPARATION TO MAGNOLIA,BURBANK,CA,91505,CWA,No,01/23/2019,,True
Security Paving,BUENA VISTA ST AND ROUTE 5,BURBANK,CA,91501,CWA,No,03/01/2019,,True
Martindale Manufacturing,1444 ALPINE PL,SAN MARCOS,CA,92078,CWA,No,,,True
1270 Columbia St,1270 COLUMBIA,SAN DIEGO,CA,92101,CWA,No,,,True
Lakeshore Ave,12TH AND LAKESHORE AVE,OAKLAND,CA,94607,CWA,No,,,True
1310 3rd Ave 1310 3rd,1310 3RD AVE,CHULA VISTA,CA,00000,CWA,No,,,True
Frank C Alegre Trucking Inc,5100 WEST HIGHWAY 12,LODI,CA,95242,CWA,No,,,True
Artisan Crossing,1325 OLD COUNTY,BELMONT,CA,94002,CWA,No,,,True
LUXE CA HOMES | Brian A. Sturges,UNKNOWN,CALABASAS,CA,00000,CWA,No,,,True
Pacific Quality,1355 W IMPERIAL HIGHWAY,BREA,CA,92821,CWA,Yes,05/03/2023,,True
Long Beach International Gateway,ROUTE 47 FROM PM 4 TO PM 5,LONG BEACH,CA,90802,CWA,No,10/26/2018,,True
13th St,13TH ST BTWN YUCAIPA BLVD CHAMPAN HEIGHTS RD,YUCAIPA,CA,92399,CWA,No,,,True
Johnson Garden Center,SAN MARTIN AVE,MORGAN HILL,CA,94550,CWA,No,,,True
144 Baroda Dr #144,144 BARODA DR,LOS ANGELES,CA,90077,CWA,Yes,05/02/2024,,True
144 Baroda Dr #144,144 BARODA DR,LOS ANGELES,CA,90077,CWA,No,,,True
Air National Guard Recruiter,5323 E MCKINLEY,FRESNO,CA,93727,CWA,No,,,True
The Cooper,UNKNOWN,CORONA,CA,92880,CWA,No,,,True
"Douglas Elliman of Beverly Hills, CA",150 EL CAMINO,BEVERLY HILLS,CA,90212,CWA,No,02/28/2023,,True
Lyric Apartments,1500 N CALIFORNIA BLVD,WALNUT CREEK,CA,94596,CWA,No,,,True
"HP Inc, Building 1",1501 PAGE MILL,PALO ALTO,CA,94304,CWA,No,,,True
The Louella Apartments - Venice Luxury Apartments,1503 VENICE,LOS ANGELES,CA,90291,CWA,No,,,True
151 Tara St #151,151 TARA ROAD,EAST PALO ALTO,CA,94503,CWA,No,02/02/2024,,True
Calistoga Realty Co. Inc.,1510 DIAMOND MOUNTAIN RD,CALISTOGA,CA,94515,CWA,No,,,True
Reverie Winery Estate,1520 DIAMOND MOUNTAIN RD,CALISTOGA,CA,94515,CWA,No,,,True
ReadySpaces,153 W ROSECRANS AVE,ROSEWOOD,CA,90248,CWA,No,08/09/2019,,True
Buena Vista Landfill,1544BUENA VISTA,WATSONVILLE,CA,95076,CWA,No,,,True
1614 Hilts Ave #1614,1614 HILTS,LOS ANGELES,CA,90024,CWA,No,,,True
1620 Electric Ave,1620 ELECTRIC,LOS ANGELES,CA,90291,CWA,No,,,True
Presidio Parkway Tunnels,RT 101 FROM 1 MILE SOUTH TO HALF MILE NORTH OF ROU,SAN FRANCISCO,CA,94129,CWA,No,,,True
165 Woodridge Rd #165,165 WOODRIDGE ROAD,HILLSBOROUGH,CA,94010,CWA,No,01/15/2020,111998,True
16501 Ventura Boulevard,16501 VENTURA,ENCINO,CA,91436,CWA,No,06/16/2021,,True
17 Crest Rd E #17,17 CREST ROAD,ROLLING HILLS,CA,90274,CWA,No,,,True
1720 Villa St 1720 VILLA,1720 VILLA,MOUNTAIN VIEW,CA,94040,CWA,No,,,True
17433 Tramonto Dr,17433 TRAMONTO DRIVE,PACIFIC PALISADES,CA,90272,CWA,No,,,True
1811 Oak Ave,1811 OAK AVE,CARLSBAD,CA,92008,CWA,No,,,True
185 Roberta Dr #185,185 ROBERTA DRIVE,WOODSIDE,CA,94062,CWA,No,,,True
18770 Flying Tiger Dr,18770 FLYING TIGER DR,LOS ANGELES,CA,90013,CWA,No,12/02/2009,,True
The Bedford Espirit Apartments,1064-1070 SOUTH BEDFORD,LOS ANGELES,CA,90035,CWA,No,,,True
1900 Broadway,1900 BROADWAY,OAKLAND,CA,94612,CWA,No,,,True
1942 The Strand #1942,1942 THE STRAND,HERMOSA BEACH,CA,90254,CWA,No,,,True
Bell Mt. Tam,195 TAMLA VISTA,CORTE MADERA,CA,94925,CWA,No,01/16/2019,,True
West Monroe - Los Angeles,14946 SHOEMAKER AVE SUITE I,LOS ANGELES,CA,90670,CWA,No,09/27/2024,,True
19606 Shelyn Dr,19606 SHELYN DR,ROWLAND HEIGHTS,CA,91748,CWA,No,,,True
Oakdale Auto Recyclers,10649 SIERRA RD,OAKDALE,CA,95361,CWA,No,,,True
Mega Metals & Iron,1999 STONE AVENUE,SAN JOSE,CA,95125,CWA,No,,,True
19th St,19TH,SAN FRANCISCO,CA,00000,CWA,No,,,True
E 19th St & N Campus Ave,19 19TH ST AND CAMPUS AVE,UPLAND,CA,91786,CWA,No,11/08/2023,,True
Catalyst Cannabis Dispensary Antioch,2625 CROW COURT,ANTIOCH,CA,94509,CWA,No,,,True
6001 Maywood Ave Unit A,6001 MAYWOOD AVENUE #A,HUNTINGTON PARK,CA,90255,CWA,No,06/13/2018,,True
I.C Screen Printing,6001 MAYWOOD AVE UNIT A,HUNTINGTON PARK,CA,90255,CWA,No,,,True
City of Santa Barbara Public Works,630GARDEN,SANTA BARBARA,CA,93102,CWA,No,,,True
2 Spec Manufacturing,2885 AIELLO DRIVE #A,SAN JOSE,CA,95111,CWA,No,,,True
"USModular, Inc.",215 W 94TH STREET,INGLEWOOD,CA,90057,CWA,No,,,True
Coarsegold Mini Storage,SW RD 415/ HWY 41,COARSEGOLD,CA,00000,CWA,No,,,True
4th St,"WEST OF 4TH STREET, SOUTH OF CHANNEL STREET",SAN FRANCISCO,CA,94158,CWA,No,,,True
20 Oak Rd #20,20 OAK RD,BENICIA,CA,00000,CWA,No,,,True
20 Old Ranch Rd,20 OLD RANCH ROAD,IRVINE,CA,92677,CWA,No,,,True
200 Park Ave #200,200 PARK,SAN JOSE,CA,95113,CWA,No,,,True
2000 Precision Sheet Metal,1668  MABURY RD.,SAN JOSE,CA,95133,CWA,No,04/05/2019,,True
Mendocino Auto Center,SW CORNER MANNING AND MENDOCIN,PARLIER,CA,93648,CWA,No,,,True
Corona Regional Rehabilitation Hospital,VARIES LOCATION THROUGHOUT CITY OF CORONA,CORONA,CA,00000,CWA,No,,,True
2015 Zorada Dr,2630 ALGODON CT,LOS ANGELES,CA,90046,CWA,Yes,06/20/2025,,True
"Zorada - Private Hollywood Hills Luxury With Endless Amenities and City Views - House, Multiple Beds, Pool Access, Pool View (Zorada)",2686 ZORADA DR,LOS ANGELES,CA,90046,CWA,Yes,06/20/2025,,True
South Tahoe Middle School,JULIA LANE,SOUTH LAKE TAHOE,CA,96150,CWA,No,,,True
2050 S Bundy Dr #2050,2050 SOUTH BUNDY,LOS ANGELES,CA,90025,CWA,No,,,True
910 Nacimiento Lake Dr,910 NACIMENTO LAKE DRIVE,PASO ROBLES,CA,93446,CWA,No,,,True
"8268 O'Donovan Rd, Creston",7575 ODONOVAN ROAD,CRESTON,CA,93432,CWA,No,,,True
The Crest,207 EAST SEASIDE,LONG BEACH,CA,90802,CWA,No,,,True
2075 Broadway #2075,2075 BROADWAY,REDWOOD CITY,CA,94063,CWA,No,,,True
HMC Reedley,4735 ENGLEHART AVENUE,REEDLEY,CA,93654,CWA,No,,,True
I-210,ALONG 210 FREEWAY BETWEEN I15 AND DAY CREEK BLVD,RANCHO CUCAMONGA,CA,91739,CWA,No,,,True
5652 S Bethel Ave,5652 SOUTH BETHEL AVENUE,DEL REY,CA,93616,CWA,No,,,True
Jack Creek Cellars,5475 JACK CREEK ROAD,TEMPLETON,CA,93465,CWA,No,,,True
City of Norwalk Social Services Center,N OF CARMENITA ROAD TO N OF SILVERBOW AVENUE PO,NORWALK,CA,90650,CWA,No,,,True
12440 Imperial Highway,IMPERIAL HIGHWAY AND ROUTE 5,NORWALK,CA,90650,CWA,No,,,True
Orange County,FROM ORANGE COUNTY TO LOS ANGELES COUNTY LIMIT LIN,SANTA FE SPRINGS,CA,90670,CWA,No,,,True
2193 Anchor Ct #2193,2193 ANCHOR COURT,THOUSAND OAKS,CA,91320,CWA,No,10/27/2023,,True
PLZ Corp,2375 3RD STREET,RIVERSIDE,CA,92507,CWA,No,02/11/2020,,True
"State of California, 22nd District Agricultural Association",2260 JIMMY DURANTE,DEL MAR,CA,92014,CWA,No,,,True
"State of California, 22nd District Agricultural Association",2260 JIMMY DURANTE,DEL MAR,CA,92014,CWA,No,,,True
Mulholland Brand,23401 MULHOLLAND HIGHWAY,CALABASAS,CA,91302,CWA,No,11/30/2021,111998,True
CA-238,NORTHWEST GORE AREA OF ROUTE 238 AND 580,HAYWARD,CA,94541,CWA,No,,,True
24 AUTO SALVAGE,1807 EAST M STREET,WILMINGTON,CA,90744,CWA,No,09/29/2021,,True
24 Hr Solutions Pallets Inc,13983 SLOVER AVENUE,FONTANA,CA,92337,CWA,No,,,True
24 Hr Solutions Pallets Inc,13983 SLOVER AVE,FONTANA,CA,92336,CWA,Yes,06/22/2023,,True
247 W 3rd St 247 w 3rd,247 W. 3RD ST,SAN BERNARDINO,CA,92401,CWA,No,,,True
23AndMe Research Institute,2555 PARK,PALO ALTO,CA,94306,CWA,No,,,True
The Mansfield at Miracle Mile,2555 SOUTH MANSFIELD,LOS ANGELES,CA,90016,CWA,No,,,True
2580 California St #2580,2580 CALIFORNIA,MOUNTAIN VIEW,CA,94040,CWA,No,,,True
2121 E 25th St,2121 EAST 25TH STREET,LOS ANGELES,CA,90058,CWA,No,,,True
2600 San Tomas Expy,2600 SAN TOMAS EXPRESSWAY,SANTA CLARA,CA,95050,CWA,No,,,True
Weigh Station,300 EAST HILL ROAD,WILLITS,CA,95490,CWA,No,,,True
CA-163,I5 AND SR163,SAN DIEGO,CA,92101,CWA,No,,,True
2655 Stokes Canyon Rd #2655,2655 STOKES CANYON ROAD,CALABASAS,CA,91302,CWA,No,,,True
Taft,N35 16.061 / W119 26.165,TAFT,CA,93268,CWA,No,07/31/2012,,True
S Boyle Ave,INDIANA STREET UC TO BOYLE AVE OC,LOS ANGELES,CA,90023,CWA,No,,,True
27501 S Western Ave,27501 S WESTERN AVENUE,RANCHO PALOS VERDES,CA,90274,CWA,No,11/20/2018,,True
2751 Aiello Dr a,SAN JOSE,SAN JOSE,CA,95111,CWA,No,,,True
2755 Bella Vista Dr,2755 BELLA VISTA DRIVE,MONTECITO,CA,93108,CWA,No,,,True
27760 Grand Ave,27760 GRAND AVE,WILDOMAR,CA,92595,CWA,No,,,True
280 Dillon Ave,280 DILLON AVE,CAMPBELL,CA,95008,CWA,No,,,True
CA-134,5 AND 10 SEPARATION TO 5 AND 134 SEPARATION,LOS ANGELES,CA,90039,CWA,No,,,True
2847 Leeward Ave 2841 2847,2841-2847 LEEWARD,LOS ANGELES,CA,90005,CWA,No,,,True
29 Del Mar #29,29 DEL MAR,NEWPORT COAST,CA,92657,CWA,No,,,True
2920 Rowena Ave #2920,2920 ROWENA AVENUE,LOS ANGELES,CA,90039,CWA,No,,,True
CA-89,HIGHWAY 89,TAHOE CITY,CA,96145,CWA,No,,,True
Machine Tool Factory Inc,13171 ROSECRANS AVE,SANTA FE SPRINGS,CA,90670,CWA,No,08/30/2021,,True
